time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
388989965723,2,13.279999999999999,,0.0,98,0
388989965979,2,13.279999999999999,,0.0,98,0
388989966235,2,13.279999999999999,,0.015625,98,0
388989966491,2,13.279999999999999,,0.015625,98,0
388989966747,2,13.279999999999999,,0.015625,98,0
388989967003,2,13.279999999999999,,0.0,98,0
388989967259,2,13.279999999999999,,0.015625,98,0
388989967515,2,13.279999999999999,,0.0,98,0
388989967771,2,13.279999999999999,,0.0,98,0
388989968027,2,13.279999999999999,,0.015625,98,0
388989968283,2,13.279999999999999,,0.0,98,0
388989968539,2,13.279999999999999,,0.0,98,0
388989968795,2,13.279999999999999,,0.015625,98,0
388989969051,2,13.279999999999999,,0.0,98,0
388989969307,2,13.279999999999999,,0.015625,98,0
388989969563,2,13.279999999999999,,0.0,98,0
388989969819,2,13.279999999999999,,0.0,98,0
388989970075,2,13.279999999999999,,0.015625,98,0
388989970331,2,13.279999999999999,,0.0,98,0
388989970587,2,13.279999999999999,,0.015625,98,0
388989970843,2,13.279999999999999,,0.015625,98,0
388989971099,2,13.279999999999999,,0.015625,98,0
388989971355,2,13.279999999999999,,0.015625,98,0
388989971611,2,13.279999999999999,,0.0,98,0
388989971867,2,13.279999999999999,,0.015625,98,0
388989972123,2,13.279999999999999,,0.015625,98,0
388989972379,2,13.279999999999999,,0.0,98,0
388989972635,2,13.279999999999999,,0.0,98,0
388989972891,2,13.279999999999999,,0.015625,98,0
388989973147,2,13.279999999999999,,0.0,98,0
388989973403,2,13.279999999999999,,0.0,98,0
388989973659,2,13.279999999999999,,0.015625,98,0
388989973915,2,13.279999999999999,,0.015625,98,0
388989974171,2,13.279999999999999,,0.0,98,0
388989974427,2,13.279999999999999,,0.015625,98,0
388989974683,2,13.279999999999999,,0.0,98,0
388989974939,2,13.279999999999999,,0.0,98,0
388989975195,2,13.279999999999999,,0.0,98,0
388989975451,2,13.279999999999999,,0.0,98,0
388989975707,2,13.279999999999999,,0.0,98,0
388989975963,2,13.279999999999999,,0.0,98,0
388989976219,2,13.279999999999999,,0.015625,98,0
388989976475,2,13.279999999999999,,0.0,98,0
388989976731,2,13.279999999999999,,0.0,98,0
388989976987,2,13.279999999999999,,0.015625,98,0
388989977243,2,13.279999999999999,,0.015625,98,0
388989977499,2,13.279999999999999,,0.0,98,0
388989977755,2,13.279999999999999,,0.015625,98,0
388989978011,2,13.279999999999999,,0.015625,98,0
388989978267,2,13.279999999999999,,0.015625,98,0
388989978523,2,13.279999999999999,,0.0,98,0
388989978779,2,13.279999999999999,,0.0,98,0
388989979035,2,13.279999999999999,,0.0,98,0
388989979291,2,13.279999999999999,,0.0,98,0
388989979547,2,13.279999999999999,,0.015625,98,0
388989979803,2,13.279999999999999,,0.0,98,0
388989980059,2,13.279999999999999,,0.015625,98,0
388989980315,2,13.279999999999999,,0.015625,98,0
388989980571,2,13.279999999999999,,0.015625,98,0
388989980827,2,13.279999999999999,,0.0,98,0
388989981083,2,13.279999999999999,,0.0,98,0
388989981339,2,13.279999999999999,,0.0,98,0
388989981595,2,13.279999999999999,,0.0,98,0
388989981851,2,13.279999999999999,,0.0,98,0
388989982107,2,13.279999999999999,,0.0,98,0
388989982363,2,13.279999999999999,,0.0,98,0
388989982619,2,13.279999999999999,,0.015625,98,0
388989982875,2,13.279999999999999,,0.015625,98,0
388989983131,2,13.279999999999999,,0.0,98,0
388989983387,2,13.279999999999999,,0.0,98,0
388989983643,2,13.279999999999999,,0.0,98,0
388989983899,2,13.279999999999999,,0.0,98,0
388989984155,2,13.279999999999999,,0.0,98,0
388989984411,2,13.279999999999999,,0.015625,98,0
388989984667,2,13.279999999999999,,0.0,98,0
388989984923,2,13.279999999999999,,0.0,98,0
388989985179,2,13.279999999999999,,0.0,98,0
388989985435,2,13.279999999999999,,0.015625,98,0
388989985691,2,13.279999999999999,,0.0,98,0
388989985947,2,13.279999999999999,,0.0,98,0
388989986203,2,13.279999999999999,,0.0,98,0
388989986459,2,13.279999999999999,,0.015625,98,0
388989986715,2,13.279999999999999,,0.0,98,0
388989986971,2,13.279999999999999,,0.0,98,0
388989987227,2,13.279999999999999,,0.015625,98,0
388989987483,2,13.279999999999999,,0.0,98,0
388989987739,2,13.279999999999999,,0.0,98,0
388989987995,2,13.279999999999999,,0.0,98,0
388989988251,2,13.279999999999999,,0.0,98,0
388989988507,2,13.279999999999999,,0.0,98,0
388989988763,2,13.279999999999999,,0.0,98,0
388989989019,2,13.279999999999999,,0.0,98,0
388989989275,2,13.279999999999999,,0.0,98,0
388989989531,2,13.279999999999999,,0.015625,98,0
388989989787,2,13.279999999999999,,0.015625,98,0
388989990043,2,13.279999999999999,,0.015625,98,0
388989990299,2,13.279999999999999,,0.0,98,0
388989990555,2,13.279999999999999,,0.0,98,0
388989990811,2,13.279999999999999,,0.0,98,0
388989991067,2,13.279999999999999,,0.0,98,0
388989991323,2,13.279999999999999,,0.015625,98,0
388989991579,2,13.279999999999999,,0.015625,98,0
388989991835,2,13.279999999999999,,0.0,98,0
388989992091,2,13.279999999999999,,0.0,98,0
388989992347,2,13.279999999999999,,0.015625,98,0
388989992603,2,13.279999999999999,,0.015625,98,0
388989992859,2,13.279999999999999,,0.015625,98,0
388989993115,2,13.279999999999999,,0.0,98,0
388989993371,2,13.279999999999999,,0.0,98,0
388989993627,2,13.279999999999999,,0.015625,98,0
388989993883,2,13.279999999999999,,0.015625,98,0
388989994139,2,13.279999999999999,,0.0,98,0
388989994395,2,13.279999999999999,,0.0,98,0
388989994651,2,13.279999999999999,,0.015625,98,0
388989994907,2,13.279999999999999,,0.0,98,0
388989995163,2,13.279999999999999,,0.0,98,0
388989995419,2,13.279999999999999,,0.0,98,0
388989995675,2,13.279999999999999,,0.0,98,0
388989995931,2,13.279999999999999,,0.0,98,0
388989996187,2,13.279999999999999,,0.0,98,0
388989996443,2,13.279999999999999,,0.0,98,0
388989996699,2,13.279999999999999,,0.015625,98,0
388989996955,2,13.279999999999999,,0.015625,98,0
388989997211,2,13.279999999999999,,0.0,98,0
388989997467,2,13.279999999999999,,0.0,98,0
388989997723,2,13.279999999999999,,0.015625,98,0
388989997979,2,13.279999999999999,,0.0,98,0
388989998235,2,13.279999999999999,,0.015625,98,0
388989998491,2,13.279999999999999,,0.0,98,0
388989998747,2,13.279999999999999,,0.0,98,0
388989999003,2,13.279999999999999,,0.015625,98,0
388989999259,2,13.279999999999999,,0.0,98,0
388989999515,2,13.279999999999999,,0.0,98,0
388989999771,2,13.279999999999999,,0.0,98,0
388990000027,2,13.279999999999999,,0.015625,98,0
388990000283,2,13.279999999999999,,0.0,98,0
388990000539,2,13.279999999999999,,0.015625,98,0
388990000795,2,13.279999999999999,,0.015625,98,0
388990001051,2,13.279999999999999,,0.0,98,0
388990001307,2,13.279999999999999,,0.015625,98,0
388990001563,2,13.279999999999999,,0.0,98,0
388990001819,2,13.279999999999999,,0.0,98,0
388990002075,2,13.279999999999999,,0.015625,98,0
388990002331,2,13.279999999999999,,0.015625,98,0
388990002587,2,13.279999999999999,,0.0,98,0
388990002843,2,13.279999999999999,,0.0,98,0
388990003099,2,13.279999999999999,,0.0,98,0
388990003355,2,13.279999999999999,,0.015625,98,0
388990003611,2,13.279999999999999,,0.015625,98,0
388990003867,2,13.279999999999999,,0.0,98,0
388990004123,2,13.279999999999999,,0.015625,98,0
388990004379,2,13.279999999999999,,0.0,98,0
388990004635,2,13.279999999999999,,0.015625,98,0
388990004891,2,13.279999999999999,,0.0,98,0
388990005147,2,13.279999999999999,,0.0,98,0
388990005403,2,13.279999999999999,,0.0,98,0
388990005659,2,13.279999999999999,,0.0,98,0
388990005915,2,13.279999999999999,,0.0,98,0
388990006171,2,13.279999999999999,,0.0,98,0
388990006427,2,13.279999999999999,,0.0,98,0
388990006683,2,13.279999999999999,,0.015625,98,0
388990006939,2,13.279999999999999,,0.0,98,0
388990007195,2,13.279999999999999,,0.015625,98,0
388990007451,2,13.279999999999999,,0.0,98,0
388990007707,2,13.279999999999999,,0.015625,98,0
388990007963,2,13.279999999999999,,0.015625,98,0
388990008219,2,13.279999999999999,,0.0,98,0
388990008475,2,13.279999999999999,,0.0,98,0
388990008731,2,13.279999999999999,,0.015625,98,0
388990008987,2,13.279999999999999,,0.0,98,0
388990009243,2,13.279999999999999,,0.0,98,0
388990009499,2,13.279999999999999,,0.0,98,0
388990009755,2,13.279999999999999,,0.0,98,0
388990010011,2,13.279999999999999,,0.0,98,0
388990010267,2,13.279999999999999,,0.0,98,0
388990010523,2,13.279999999999999,,0.0,98,0
388990010779,2,13.279999999999999,,0.0,98,0
388990011035,2,13.279999999999999,,0.015625,98,0
388990011291,2,13.279999999999999,,0.015625,98,0
388990011547,2,13.279999999999999,,0.0,98,0
388990011803,2,13.279999999999999,,0.015625,98,0
388990012059,2,13.279999999999999,,0.0,98,0
388990012315,2,13.279999999999999,,0.015625,98,0
388990012571,2,13.279999999999999,,0.0,98,0
388990012827,2,13.279999999999999,,0.0,98,0
388990013083,2,13.279999999999999,,0.0,98,0
388990013339,2,13.279999999999999,,0.015625,98,0
388990013595,2,13.279999999999999,,0.0,98,0
388990013851,2,13.279999999999999,,0.0,98,0
388990014107,2,13.279999999999999,,0.015625,98,0
388990014363,2,13.279999999999999,,0.0,98,0
388990014619,2,13.279999999999999,,0.0,98,0
388990014875,2,13.279999999999999,,0.0,98,0
388990015131,2,13.279999999999999,,0.015625,98,0
388990015387,2,13.279999999999999,,0.015625,98,0
388990015643,2,13.279999999999999,,0.0,98,0
388990015899,2,13.279999999999999,,0.015625,98,0
388990016155,2,13.279999999999999,,0.015625,98,0
388990016411,2,13.279999999999999,,0.0,98,0
388990016667,2,13.279999999999999,,0.0,98,0
388990016923,2,13.279999999999999,,0.015625,98,0
388990017179,2,13.279999999999999,,0.015625,98,0
388990017435,2,13.279999999999999,,0.0,98,0
388990017691,2,13.279999999999999,,0.015625,98,0
388990017947,2,13.279999999999999,,0.0,98,0
388990018203,2,13.279999999999999,,0.015625,98,0
388990018459,2,13.279999999999999,,0.0,98,0
388990018715,2,13.279999999999999,,0.015625,98,0
388990018971,2,13.279999999999999,,0.015625,98,0
388990019227,2,13.279999999999999,,0.015625,98,0
388990019483,2,13.279999999999999,,0.0,98,0
388990019739,2,13.279999999999999,,0.0,98,0
388990019995,2,13.279999999999999,,0.015625,98,0
388990020251,2,13.279999999999999,,0.015625,98,0
388990020507,2,13.279999999999999,,0.015625,98,0
388990020763,2,13.279999999999999,,0.0,98,0
388990021019,2,13.279999999999999,,0.015625,98,0
388990021275,2,13.279999999999999,,0.015625,98,0
388990021531,2,13.279999999999999,,0.015625,98,0
388990021787,2,13.279999999999999,,0.015625,98,0
388990022043,2,13.279999999999999,,0.015625,98,0
388990022299,2,13.279999999999999,,0.015625,98,0
388990022555,2,13.279999999999999,,0.015625,98,0
388990022811,2,13.279999999999999,,0.015625,98,0
388990023067,2,13.279999999999999,,0.015625,98,0
388990023323,2,13.279999999999999,,0.0,98,0
388990023579,2,13.279999999999999,,0.015625,98,0
388990023835,2,13.279999999999999,,0.015625,98,0
388990024091,2,13.279999999999999,,0.015625,98,0
388990024347,2,13.279999999999999,,0.015625,98,0
388990024603,2,13.279999999999999,,0.015625,98,0
388990024859,2,13.279999999999999,,0.015625,98,0
388990025115,2,13.279999999999999,,0.0,98,0
388990025371,2,13.279999999999999,,0.0,98,0
388990025627,2,13.279999999999999,,0.0,98,0
388990025883,2,13.279999999999999,,0.015625,98,0
388990026139,2,13.279999999999999,,0.015625,98,0
388990026395,2,13.279999999999999,,0.0,98,0
388990026651,2,13.279999999999999,,0.015625,98,0
388990026907,2,13.279999999999999,,0.0,98,0
388990027163,2,13.279999999999999,,0.0,98,0
388990027419,2,13.279999999999999,,0.015625,98,0
388990027675,2,13.279999999999999,,0.015625,98,0
388990027931,2,13.279999999999999,,0.0,98,0
388990028187,2,13.279999999999999,,0.015625,98,0
388990028443,2,13.279999999999999,,0.0,98,0
388990028699,2,13.279999999999999,,0.0,98,0
388990028955,2,13.279999999999999,,0.0,98,0
388990029211,2,13.279999999999999,,0.015625,98,0
388990029467,2,13.279999999999999,,0.015625,98,0
388990029723,2,13.279999999999999,,0.0,98,0
388990029979,2,13.279999999999999,,0.0,98,0
388990030235,2,13.279999999999999,,0.0,98,0
388990030491,2,13.279999999999999,,0.015625,98,0
388990030747,2,13.279999999999999,,0.015625,98,0
388990031003,2,13.279999999999999,,0.0,98,0
388990031259,2,13.279999999999999,,0.015625,98,0
388990031515,2,13.279999999999999,,0.015625,98,0
388990031771,2,13.279999999999999,,0.0,98,0
388990032027,2,13.279999999999999,,0.015625,98,0
388990032283,2,13.279999999999999,,0.015625,98,0
388990032539,2,13.279999999999999,,0.015625,98,0
388990032795,2,13.279999999999999,,0.0,98,0
388990033051,2,13.279999999999999,,0.0,98,0
388990033307,2,13.279999999999999,,0.0,98,0
388990033563,2,13.279999999999999,,0.015625,98,0
388990033819,2,13.279999999999999,,0.015625,98,0
388990034075,2,13.279999999999999,,0.015625,98,0
388990034331,2,13.279999999999999,,0.0,98,0
388990034587,2,13.279999999999999,,0.0,98,0
388990034843,2,13.279999999999999,,0.015625,98,0
388990035099,2,13.279999999999999,,0.0,98,0
388990035355,2,13.279999999999999,,0.0,98,0
388990035611,2,13.279999999999999,,0.015625,98,0
388990035867,2,13.279999999999999,,0.015625,98,0
388990036123,2,13.279999999999999,,0.015625,98,0
388990036379,2,13.279999999999999,,0.0,98,0
388990036635,2,13.279999999999999,,0.015625,98,0
388990036891,2,13.279999999999999,,0.015625,98,0
388990037147,2,13.279999999999999,,0.0,98,0
388990037403,2,13.279999999999999,,0.0,98,0
388990037659,2,13.279999999999999,,0.015625,98,0
388990037915,2,13.279999999999999,,0.0,98,0
388990038171,2,13.279999999999999,,0.015625,98,0
388990038427,2,13.279999999999999,,0.015625,98,0
388990038683,2,13.279999999999999,,0.015625,98,0
388990038939,2,13.279999999999999,,0.015625,98,0
388990039195,2,13.279999999999999,,0.015625,98,0
388990039451,2,13.279999999999999,,0.0,98,0
388990039707,2,13.279999999999999,,0.0,98,0
388990039963,2,13.279999999999999,,0.015625,98,0
388990040219,2,13.279999999999999,,0.015625,98,0
388990040475,2,13.279999999999999,,0.015625,98,0
388990040731,2,13.279999999999999,,0.015625,98,0
388990040987,2,13.279999999999999,,0.0,98,0
388990041243,2,13.279999999999999,,0.015625,98,0
388990041499,2,13.279999999999999,,0.015625,98,0
388990041755,2,13.279999999999999,,0.015625,98,0
388990042011,2,13.279999999999999,,0.0,98,0
388990042267,2,13.279999999999999,,0.0,98,0
388990042523,2,13.279999999999999,,0.0,98,0
388990042779,2,13.279999999999999,,0.015625,98,0
388990043035,2,13.279999999999999,,0.015625,98,0
388990043291,2,13.279999999999999,,0.0,98,0
388990043547,2,13.279999999999999,,0.0,98,0
388990043803,2,13.279999999999999,,0.015625,98,0
388990044059,2,13.279999999999999,,0.0,98,0
388990044315,2,13.279999999999999,,0.0,98,0
388990044571,2,13.279999999999999,,0.015625,98,0
388990044827,2,13.279999999999999,,0.015625,98,0
388990045083,2,13.279999999999999,,0.015625,98,0
388990045339,2,13.279999999999999,,0.015625,98,0
388990045595,2,13.279999999999999,,0.015625,98,0
388990045851,2,13.279999999999999,,0.015625,98,0
388990046107,2,13.279999999999999,,0.015625,98,0
388990046363,2,13.279999999999999,,0.0,98,0
388990046619,2,13.279999999999999,,0.0,98,0
388990046875,2,13.279999999999999,,0.0,98,0
388990047131,2,13.279999999999999,,0.015625,98,0
388990047387,2,13.279999999999999,,0.015625,98,0
388990047643,2,13.279999999999999,,0.0,98,0
388990047899,2,13.279999999999999,,0.015625,98,0
388990048155,2,13.279999999999999,,0.015625,98,0
388990048411,2,13.279999999999999,,0.015625,98,0
388990048667,2,13.279999999999999,,0.015625,98,0
388990048923,2,13.279999999999999,,0.0,98,0
388990049179,2,13.279999999999999,,0.015625,98,0
388990049435,2,13.279999999999999,,0.0,98,0
388990049691,2,13.279999999999999,,0.015625,98,0
388990049947,2,13.279999999999999,,0.0,98,0
388990050203,2,13.279999999999999,,0.015625,98,0
388990050459,2,13.279999999999999,,0.015625,98,0
388990050715,2,13.279999999999999,,0.0,98,0
388990050971,2,13.279999999999999,,0.015625,98,0
388990051227,2,13.279999999999999,,0.0,98,0
388990051483,2,13.279999999999999,,0.0,98,0
388990051739,2,13.279999999999999,,0.0,98,0
388990051995,2,13.279999999999999,,0.015625,98,0
388990052251,2,13.279999999999999,,0.015625,98,0
388990052507,2,13.279999999999999,,0.015625,98,0
388990052763,2,13.279999999999999,,0.015625,98,0
388990053019,2,13.279999999999999,,0.015625,98,0
388990053275,2,13.279999999999999,,0.0,98,0
388990053531,2,13.279999999999999,,0.015625,98,0
388990053787,2,13.279999999999999,,0.015625,98,0
388990054043,2,13.279999999999999,,0.015625,98,0
388990054299,2,13.279999999999999,,0.015625,98,0
388990054555,2,13.279999999999999,,0.0,98,0
388990054811,2,13.279999999999999,,0.015625,98,0
388990055067,2,13.279999999999999,,0.015625,98,0
388990055323,2,13.279999999999999,,0.0,98,0
388990055579,2,13.279999999999999,,0.0,98,0
388990055835,2,13.279999999999999,,0.0,98,0
388990056091,2,13.279999999999999,,0.015625,98,0
388990056347,2,13.279999999999999,,0.0,98,0
388990056603,2,13.279999999999999,,0.0,98,0
388990056859,2,13.279999999999999,,0.0,98,0
388990057115,2,13.279999999999999,,0.0,98,0
388990057371,2,13.279999999999999,,0.0,98,0
388990057627,2,13.279999999999999,,0.015625,98,0
388990057883,2,13.279999999999999,,0.015625,98,0
388990058139,2,13.279999999999999,,0.0,98,0
388990058395,2,13.279999999999999,,0.015625,98,0
388990058651,2,13.279999999999999,,0.015625,98,0
388990058907,2,13.279999999999999,,0.0,98,0
388990059163,2,13.279999999999999,,0.0,98,0
388990059419,2,13.279999999999999,,0.015625,98,0
388990059675,2,13.279999999999999,,0.0,98,0
388990059931,2,13.279999999999999,,0.0,98,0
388990060187,2,13.279999999999999,,0.0,98,0
388990060443,2,13.279999999999999,,0.0,98,0
388990060699,2,13.279999999999999,,0.0,98,0
388990060955,2,13.279999999999999,,0.0,98,0
388990061211,2,13.279999999999999,,0.015625,98,0
388990061467,2,13.279999999999999,,0.0,98,0
388990061723,2,13.279999999999999,,0.015625,98,0
388990061979,2,13.279999999999999,,0.015625,98,0
388990062235,2,13.279999999999999,,0.0,98,0
388990062491,2,13.279999999999999,,0.015625,98,0
388990062747,2,13.279999999999999,,0.0,98,0
388990063003,2,13.279999999999999,,0.015625,98,0
388990063259,2,13.279999999999999,,0.015625,98,0
388990063515,2,13.279999999999999,,0.015625,98,0
388990063771,2,13.279999999999999,,0.0,98,0
388990064027,2,13.279999999999999,,0.015625,98,0
388990064283,2,13.279999999999999,,0.0,98,0
388990064539,2,13.279999999999999,,0.015625,98,0
388990064795,2,13.279999999999999,,0.0,98,0
388990065051,2,13.279999999999999,,0.0,98,0
388990065307,2,13.279999999999999,,0.015625,98,0
388990065563,2,13.279999999999999,,0.015625,98,0
388990065819,2,13.279999999999999,,0.015625,98,0
388990066075,2,13.279999999999999,,0.0,98,0
388990066331,2,13.279999999999999,,0.015625,98,0
388990066587,2,13.279999999999999,,0.015625,98,0
388990066843,2,13.279999999999999,,0.015625,98,0
388990067099,2,13.279999999999999,,0.0,98,0
388990067355,2,13.279999999999999,,0.015625,98,0
388990067611,2,13.279999999999999,,0.015625,98,0
388990067867,2,13.279999999999999,,0.015625,98,0
388990068123,2,13.279999999999999,,0.015625,98,0
388990068379,2,13.279999999999999,,0.0,98,0
388990068635,2,13.279999999999999,,0.0,98,0
388990068891,2,13.279999999999999,,0.0,98,0
388990069147,2,13.279999999999999,,0.015625,98,0
388990069403,2,13.279999999999999,,0.015625,98,0
388990069659,2,13.279999999999999,,0.0,98,0
388990069915,2,13.279999999999999,,0.015625,98,0
388990070171,2,13.279999999999999,,0.015625,98,0
388990070427,2,13.279999999999999,,0.0,98,0
388990070683,2,13.279999999999999,,0.015625,98,0
388990070939,2,13.279999999999999,,0.0,98,0
388990071195,2,13.279999999999999,,0.015625,98,0
388990071451,2,13.279999999999999,,0.0,98,0
388990071707,2,13.279999999999999,,0.0,98,0
388990071963,2,13.279999999999999,,0.0,98,0
388990072219,2,13.279999999999999,,0.015625,98,0
388990072475,2,13.279999999999999,,0.0,98,0
388990072731,2,13.279999999999999,,0.015625,98,0
388990072987,2,13.279999999999999,,0.015625,98,0
388990073243,2,13.279999999999999,,0.0,98,0
388990073499,2,13.279999999999999,,0.015625,98,0
388990073755,2,13.279999999999999,,0.0,98,0
388990074011,2,13.279999999999999,,0.0,98,0
388990074267,2,13.279999999999999,,0.0,98,0
388990074523,2,13.279999999999999,,0.015625,98,0
388990074779,2,13.279999999999999,,0.015625,98,0
388990075035,2,13.279999999999999,,0.015625,98,0
388990075291,2,13.279999999999999,,0.015625,98,0
388990075547,2,13.279999999999999,,0.0,98,0
388990075803,2,13.279999999999999,,0.015625,98,0
388990076059,2,13.279999999999999,,0.015625,98,0
388990076315,2,13.279999999999999,,0.0,98,0
388990076571,2,13.279999999999999,,0.015625,98,0
388990076827,2,13.279999999999999,,0.0,98,0
388990077083,2,13.279999999999999,,0.0,98,0
388990077339,2,13.279999999999999,,0.0,98,0
388990077595,2,13.279999999999999,,0.0,98,0
388990077851,2,13.279999999999999,,0.015625,98,0
388990078107,2,13.279999999999999,,0.0,98,0
388990078363,2,13.279999999999999,,0.0,98,0
388990078619,2,13.279999999999999,,0.015625,98,0
388990078875,2,13.279999999999999,,0.015625,98,0
388990079131,2,13.279999999999999,,0.0,98,0
388990079387,2,13.279999999999999,,0.0,98,0
388990079643,2,13.279999999999999,,0.0,98,0
388990079899,2,13.279999999999999,,0.015625,98,0
388990080155,2,13.279999999999999,,0.015625,98,0
388990080411,2,13.279999999999999,,0.0,98,0
388990080667,2,13.279999999999999,,0.015625,98,0
388990080923,2,13.279999999999999,,0.0,98,0
388990081179,2,13.279999999999999,,0.0,98,0
388990081435,2,13.279999999999999,,0.015625,98,0
388990081691,2,13.279999999999999,,0.015625,98,0
388990081947,2,13.279999999999999,,0.0,98,0
388990082203,2,13.279999999999999,,0.0,98,0
388990082459,2,13.279999999999999,,0.0,98,0
388990082715,2,13.279999999999999,,0.0,98,0
388990082971,2,13.279999999999999,,0.0,98,0
388990083227,2,13.279999999999999,,0.015625,98,0
388990083483,2,13.279999999999999,,0.0,98,0
388990083739,2,13.279999999999999,,0.0,98,0
388990083995,2,13.279999999999999,,0.0,98,0
388990084251,2,13.279999999999999,,0.0,98,0
388990084507,2,13.279999999999999,,0.0,98,0
388990084763,2,13.279999999999999,,0.0,98,0
388990085019,2,13.279999999999999,,0.0,98,0
388990085275,2,13.279999999999999,,0.015625,98,0
388990085531,2,13.279999999999999,,0.015625,98,0
388990085787,2,13.279999999999999,,0.0,98,0
388990086043,2,13.279999999999999,,0.0,98,0
388990086299,2,13.279999999999999,,0.0,98,0
388990086555,2,13.279999999999999,,0.0,98,0
388990086811,2,13.279999999999999,,0.0,98,0
388990087067,2,13.279999999999999,,0.0,98,0
388990087323,2,13.279999999999999,,0.0,98,0
388990087579,2,13.279999999999999,,0.0,98,0
388990087835,2,13.279999999999999,,0.015625,98,0
388990088091,2,13.279999999999999,,0.015625,98,0
388990088347,2,13.279999999999999,,0.0,98,0
388990088603,2,13.279999999999999,,0.015625,98,0
388990088859,2,13.279999999999999,,0.0,98,0
388990089115,2,13.279999999999999,,0.015625,98,0
388990089371,2,13.279999999999999,,0.0,98,0
388990089627,2,13.279999999999999,,0.0,98,0
388990089883,2,13.279999999999999,,0.015625,98,0
388990090139,2,13.279999999999999,,0.0,98,0
388990090395,2,13.279999999999999,,0.0,98,0
388990090651,2,13.279999999999999,,0.015625,98,0
388990090907,2,13.279999999999999,,0.015625,98,0
388990091163,2,13.279999999999999,,0.0,98,0
388990091419,2,13.279999999999999,,0.0,98,0
388990091675,2,13.279999999999999,,0.0,98,0
388990091931,2,13.279999999999999,,0.015625,98,0
388990092187,2,13.279999999999999,,0.0,98,0
388990092443,2,13.279999999999999,,0.0,98,0
388990092699,2,13.279999999999999,,0.0,98,0
388990092955,2,13.279999999999999,,0.0,98,0
388990093211,2,13.279999999999999,,0.0,98,0
388990093467,2,13.279999999999999,,0.0,98,0
388990093723,2,13.279999999999999,,0.015625,98,0
388990093979,2,13.279999999999999,,0.0,98,0
388990094235,2,13.279999999999999,,0.0,98,0
388990094491,2,13.279999999999999,,0.015625,98,0
388990094747,2,13.279999999999999,,0.0,98,0
388990095003,2,13.279999999999999,,0.0,98,0
388990095259,2,13.279999999999999,,0.015625,98,0
388990095515,2,13.279999999999999,,0.0,98,0
388990095771,2,13.279999999999999,,0.015625,98,0
388990096027,2,13.279999999999999,,0.015625,98,0
388990096283,2,13.279999999999999,,0.015625,98,0
388990096539,2,13.279999999999999,,0.0,98,0
388990096795,2,13.279999999999999,,0.015625,98,0
388990097051,2,13.279999999999999,,0.0,98,0
388990097307,2,13.279999999999999,,0.0,98,0
388990097563,2,13.279999999999999,,0.0,98,0
388990097819,2,13.279999999999999,,0.0,98,0
388990098075,2,13.279999999999999,,0.015625,98,0
388990098331,2,13.279999999999999,,0.0,98,0
388990098587,2,13.279999999999999,,0.0,98,0
388990098843,2,13.279999999999999,,0.015625,98,0
388990099099,2,13.279999999999999,,0.015625,98,0
388990099355,2,13.279999999999999,,0.015625,98,0
388990099611,2,13.279999999999999,,0.015625,98,0
388990099867,2,13.279999999999999,,0.0,98,0
388990100123,2,13.279999999999999,,0.015625,98,0
388990100379,2,13.279999999999999,,0.0,98,0
388990100635,2,13.279999999999999,,0.015625,98,0
388990100891,2,13.279999999999999,,0.015625,98,0
388990101147,2,13.279999999999999,,0.015625,98,0
388990101403,2,13.279999999999999,,0.0,98,0
388990101659,2,13.279999999999999,,0.015625,98,0
388990101915,2,13.279999999999999,,0.0,98,0
388990102171,2,13.279999999999999,,0.015625,98,0
388990102427,2,13.279999999999999,,0.0,98,0
388990102683,2,13.279999999999999,,0.0,98,0
388990102939,2,13.279999999999999,,0.015625,98,0
388990103195,2,13.279999999999999,,0.0,98,0
388990103451,2,13.279999999999999,,0.015625,98,0
388990103707,2,13.279999999999999,,0.015625,98,0
388990103963,2,13.279999999999999,,0.0,98,0
388990104219,2,13.279999999999999,,0.0,98,0
388990104475,2,13.279999999999999,,0.015625,98,0
388990104731,2,13.279999999999999,,0.015625,98,0
388990104987,2,13.279999999999999,,0.0,98,0
388990105243,2,13.279999999999999,,0.0,98,0
388990105499,2,13.279999999999999,,0.0,98,0
388990105755,2,13.279999999999999,,0.0,98,0
388990106011,2,13.279999999999999,,0.015625,98,0
388990106267,2,13.279999999999999,,0.015625,98,0
388990106523,2,13.279999999999999,,0.015625,98,0
388990106779,2,13.279999999999999,,0.015625,98,0
388990107035,2,13.279999999999999,,0.0,98,0
388990107291,2,13.279999999999999,,0.015625,98,0
388990107547,2,13.279999999999999,,0.015625,98,0
388990107803,2,13.279999999999999,,0.015625,98,0
388990108059,2,13.279999999999999,,0.0,98,0
388990108315,2,13.279999999999999,,0.0,98,0
388990108571,2,13.279999999999999,,0.0,98,0
388990108827,2,13.279999999999999,,0.0,98,0
388990109083,2,13.279999999999999,,0.0,98,0
388990109339,2,13.279999999999999,,0.0,98,0
388990109595,2,13.279999999999999,,0.015625,98,0
388990109851,2,13.279999999999999,,0.0,98,0
388990110107,2,13.279999999999999,,0.0,98,0
388990110363,2,13.279999999999999,,0.015625,98,0
388990110619,2,13.279999999999999,,0.0,98,0
